Débitos,Fabricante,Modelo,Ano,Categoria,Couro,Combustivel,Volume_motor,Km,Cilindros,Tipo_cambio,Tração,Portas,Cor,Airbags,Preco,Numero_proprietarios,Data_ultima_lavagem,Adesivos_personalizados,Radio_AM_FM,Historico_troca_oleo,Idade,Km_por_ano,Dias_desde_ultima_lavagem,Km_imputado
0.0,HONDA,FIT,2006,Hatchback,Nao,Gasolina,1.3,158417.92169280493,4,Automatico,Dianteira,4-5,Prata,4,30.0,2,2020-06-12,Não,FM,4,17,9318.701276047348,933,1
0.0,HONDA,FIT,2004,Hatchback,Nao,Gasolina,1.3,150548.77182763125,4,Automatico,Dianteira,4-5,Prata,4,30.0,2,2021-06-23,Não,FM,6,19,7923.619569875329,557,1
0.0,HONDA,FIT,2003,Hatchback,Nao,Gasolina,1.5,155792.49640156544,4,Automatico,Dianteira,4-5,Branco,4,30.0,4,2022-05-28,Sim,AM,9,20,7789.624820078272,218,1
0.0,NISSAN,Tiida,2005,Hatchback,Nao,Gasolina,1.5,161405.08442945962,4,Automatico,Dianteira,4-5,Prata,4,30.0,3,2020-05-24,Não,FM,0,18,8966.949134969978,952,1
0.0,HONDA,FIT,2003,Hatchback,Nao,Gasolina,1.3,152309.71285221743,4,Automatico,Dianteira,4-5,Vermelho,4,30.0,3,2022-10-18,Sim,FM,9,20,7615.485642610872,75,1
0.0,HONDA,FIT,2006,Hatchback,Nao,Gasolina,1.5,167112.47604272747,4,Automatico,Dianteira,4-5,Prata,4,30.0,3,2020-01-07,Sim,AM/FM,1,17,9830.145649572205,1090,1
0.0,HONDA,FIT,2002,Hatchback,Nao,Gasolina,1.5,158856.9127587629,4,Automatico,Dianteira,4-5,Prata,4,30.0,5,2021-08-30,Não,FM,4,21,7564.614893274424,489,1
0.0,HONDA,FIT,2005,Hatchback,Nao,Gasolina,1.3,151415.7672491347,4,Automatico,Dianteira,4-5,Prata,4,30.0,4,2020-06-23,Sim,FM,9,18,8411.987069396371,922,1
0.0,HONDA,FIT,2004,Hatchback,Nao,Gasolina,1.3,155000.0,4,Variator,Dianteira,4-5,Prata,4,30.0,5,2022-12-23,Não,AM/FM,5,19,8157.894736842105,9,0
0.0,HONDA,FIT,2012,Hatchback,Nao,Gasolina,1.3,145000.0,4,Automatico,Dianteira,4-5,Prata,6,30.0,5,2022-06-12,Não,AM,10,11,13181.818181818182,203,0
0.0,HONDA,FIT,2003,Hatchback,Nao,Gasolina,1.3,149621.209162239,4,Automatico,Dianteira,4-5,Vermelho,4,30.0,5,2022-01-28,Não,AM,9,20,7481.0604581119505,338,1
0.0,TOYOTA,Prius,2008,Sedan,Nao,Híbrido,1.5,152700.0,4,Automatico,Dianteira,4-5,Branco,8,30.0,4,2020-11-25,Não,AM,0,15,10180.0,767,0
0.0,TOYOTA,Prius,2011,Hatchback,Nao,Híbrido,1.5,77000.0,7,Tiptronic,Dianteira,4-5,Branco,12,30.0,1,2021-10-16,Não,AM/FM,3,12,6416.666666666667,442,0
0.0,TOYOTA,Prius,2008,Sedan,Nao,Híbrido,1.5,183464.32111416638,4,Automatico,Dianteira,4-5,Branco,8,30.0,3,2020-01-24,Não,AM,2,15,12230.954740944426,1073,1
0.0,TOYOTA,Prius,2015,Hatchback,Sim,Híbrido,1.8,93222.66050125686,4,Automatico,Dianteira,4-5,Branco,12,30.0,1,2021-11-27,Não,AM/FM,8,8,11652.832562657108,400,1
0.0,TOYOTA,Prius,2006,Sedan,Nao,Híbrido,1.5,150000.0,4,Automatico,Dianteira,4-5,Branco,0,30.0,4,2020-10-22,Sim,FM,3,17,8823.529411764706,801,0
0.0,HONDA,FIT,2005,Hatchback,Nao,Gasolina,1.3,153466.37417358387,4,Automatico,Dianteira,4-5,Prata,4,30.0,3,2020-07-19,Não,FM,2,18,8525.909676310215,896,1
0.0,HONDA,FIT,2006,Hatchback,Nao,Gasolina,1.3,161858.82625715094,4,Automatico,Dianteira,4-5,Branco,4,30.0,4,2020-02-10,Não,FM,6,17,9521.107426891233,1056,1
0.0,NISSAN,Tiida,2006,Hatchback,Nao,Gasolina,1.5,146996.16697172276,4,Automatico,Dianteira,4-5,Vermelho,4,30.0,4,2022-03-16,Sim,AM/FM,8,17,8646.83335127781,291,1
490.0,HONDA,Insight,2011,Hatchback,Sim,Híbrido,1.3,198891.0,4,Automatico,Dianteira,4-5,Cinza,0,31.0,3,2021-02-03,Sim,FM,1,12,16574.25,697,0
490.0,HONDA,Insight,2011,Hatchback,Sim,Híbrido,1.3,193001.76029162412,4,Automatico,Dianteira,4-5,Cinza,0,31.0,3,2020-10-12,Não,AM/FM,0,12,16083.480024302009,811,1
502.0,TOYOTA,Prius,2013,Hatchback,Sim,Híbrido,1.5,132162.80752876442,4,Automatico,Dianteira,4-5,Prata,12,31.0,2,2021-12-26,Sim,AM,1,10,13216.280752876442,371,1
1113.0,MAZDA,CX-9,2012,Sedan,Sim,Gasolina,3.7,291840.0,6,Automatico,Dianteira,4-5,Preto,12,31.0,1,2022-06-04,Sim,FM,10,11,26530.909090909092,211,0
1113.0,MAZDA,CX-9,2012,Sedan,Sim,Gasolina,3.7,291840.0,6,Automatico,Dianteira,4-5,Preto,12,31.0,5,2022-09-08,Sim,AM/FM,8,11,26530.909090909092,115,0
0.0,HONDA,FIT,2005,Hatchback,Nao,Gasolina,1.5,183000.0,4,Tiptronic,Dianteira,4-5,Prata,5,35.0,3,2021-06-18,Sim,AM/FM,0,18,10166.666666666666,562,0
0.0,TOYOTA,Prius,2008,Sedan,Sim,Híbrido,1.5,176816.43188450098,6,Automatico,Dianteira,4-5,Branco,6,35.0,3,2022-10-28,Sim,FM,9,15,11787.762125633399,65,1
0.0,TOYOTA,Prius,2008,Hatchback,Nao,Híbrido,1.5,174363.43478152825,4,Automatico,Dianteira,4-5,Branco,6,35.0,4,2020-07-13,Não,FM,0,15,11624.228985435217,902,1
0.0,TOYOTA,Aqua,2013,Hatchback,Nao,Híbrido,1.3,240000.0,4,Variator,Dianteira,4-5,Prata,4,35.0,3,2022-05-26,Sim,FM,7,10,24000.0,220,0
0.0,HONDA,FIT,2002,Hatchback,Nao,Gasolina,1.3,135000.0,4,Variator,Dianteira,4-5,Preto,4,40.0,1,2020-10-02,Sim,AM/FM,0,21,6428.571428571428,821,0
0.0,TOYOTA,Prius C,2014,Hatchback,Nao,Híbrido,1.5,115200.0,4,Automatico,Dianteira,4-5,Branco,4,40.0,4,2021-10-18,Sim,FM,2,9,12800.0,440,0
0.0,TOYOTA,Prius,2013,Hatchback,Nao,Híbrido,1.5,150400.0,4,Automatico,Dianteira,4-5,Preto,16,40.0,5,2020-02-29,Não,AM/FM,6,10,15040.0,1037,0
0.0,HONDA,FIT,2003,Hatchback,Nao,Gasolina,1.5,171775.1116824634,4,Variator,4x4,4-5,Prata,4,40.0,3,2021-11-13,Não,FM,1,20,8588.75558412317,414,1
0.0,HONDA,FIT,2005,Hatchback,Nao,Gasolina,1.5,150000.0,4,Automatico,Dianteira,4-5,Cinza,4,40.0,1,2021-09-24,Sim,AM/FM,8,18,8333.333333333334,464,0
0.0,TOYOTA,Prius C,2013,Hatchback,Nao,Gasolina,1.5,123000.0,4,Automatico,Dianteira,4-5,Branco,2,40.0,4,2021-08-05,Não,AM,8,10,12300.0,514,0
0.0,MITSUBISHI,Pajero IO,2002,SUV,Nao,Gasolina,2.5,169946.8896074467,4,Automatico,4x4,4-5,Branco,6,40.0,4,2021-10-10,Sim,FM,8,21,8092.709028926033,448,1
0.0,HONDA,FIT,2002,Hatchback,Nao,Gasolina,1.3,170628.74240865264,4,Variator,Dianteira,4-5,Prata,2,40.0,3,2021-04-16,Sim,AM,6,21,8125.178209935841,625,1
0.0,TOYOTA,Prius,2008,Hatchback,Nao,Híbrido,1.5,200000.0,4,Variator,Dianteira,4-5,Branco,4,40.0,2,2021-11-28,Não,AM,9,15,13333.333333333334,399,0
0.0,TOYOTA,Prius,2010,Sedan,Nao,Híbrido,1.8,256000.0,6,Automatico,Dianteira,4-5,Branco,1,40.0,4,2020-11-05,Não,AM,0,13,19692.30769230769,787,0
0.0,HONDA,FIT,2003,Hatchback,Nao,Gasolina,1.5,209000.0,4,Tiptronic,4x4,4-5,Branco,0,40.0,5,2021-05-16,Não,AM,5,20,10450.0,595,0
0.0,HONDA,FIT,2006,Hatchback,Sim,Gasolina,1.3,164495.32775810867,4,Variator,Dianteira,4-5,Branco,4,40.0,5,2020-02-02,Não,FM,5,17,9676.195750476982,1064,1
0.0,HONDA,FIT,2003,Hatchback,Nao,Gasolina,1.5,150000.0,4,Automatico,Dianteira,4-5,Cinza,6,40.0,1,2022-07-12,Não,FM,7,20,7500.0,173,0
0.0,HONDA,FIT,2007,Hatchback,Nao,Gasolina,1.3,87000.0,4,Automatico,Dianteira,4-5,Preto,5,45.0,3,2021-06-25,Não,FM,9,16,5437.5,555,0
0.0,HONDA,FIT,2006,Sedan,Sim,Gasolina,1.3,180000.0,12,Automatico,Dianteira,4-5,Preto,2,45.0,5,2020-12-01,Não,AM,4,17,10588.235294117647,761,0
0.0,TOYOTA,Prius,2011,Sedan,Nao,Híbrido,1.8,256000.0,4,Automatico,Dianteira,4-5,Branco,0,45.0,4,2020-05-09,Não,FM,10,12,21333.333333333332,967,0
0.0,TOYOTA,Prius,2004,Hatchback,Nao,Gasolina,1.5,100000.0,4,Automatico,Dianteira,4-5,Branco,0,45.0,1,2022-08-11,Sim,FM,10,19,5263.1578947368425,143,0
0.0,TOYOTA,Prius,2013,Sedan,Sim,Híbrido,1.8,100000.0,4,Variator,Dianteira,4-5,Branco,8,45.0,5,2020-08-18,Sim,FM,4,10,10000.0,866,0
0.0,TOYOTA,Prius,2008,Hatchback,Nao,Híbrido,1.8,164000.0,4,Automatico,Dianteira,4-5,Prata,4,45.0,1,2020-01-21,Não,AM/FM,3,15,10933.333333333334,1076,0
0.0,HONDA,FIT,2007,Hatchback,Nao,Gasolina,1.3,98000.0,4,Automatico,Dianteira,4-5,Preto,4,45.0,2,2022-04-15,Sim,AM,10,16,6125.0,261,0
1399.0,TOYOTA,Camry,2010,Sedan,Sim,Gasolina,3.5,195613.0,6,Automatico,Dianteira,4-5,Cinza,12,47.0,5,2022-11-07,Não,AM,1,13,15047.153846153846,55,0
1017.0,MERCEDES-BENZ,GLA 250,2017,SUV,Sim,Gasolina,2.0,43796.234924273245,4,Automatico,Dianteira,4-5,Prata,0,47.0,4,2021-10-30,Sim,FM,3,6,7299.372487378874,428,1
1017.0,MERCEDES-BENZ,GLA 250,2017,SUV,Sim,Gasolina,2.0,43651.0,4,Automatico,Dianteira,4-5,Prata,0,47.0,5,2020-04-27,Não,FM,3,6,7275.166666666667,979,0
1493.0,LEXUS,RX 350,2016,SUV,Sim,Gasolina,3.5,65981.0,6,Automatico,Dianteira,4-5,Preto,12,47.0,5,2022-08-07,Sim,FM,6,7,9425.857142857143,147,0
639.0,HYUNDAI,Elantra,2014,Hatchback,Sim,Gasolina,2.0,57590.0,4,Automatico,Dianteira,4-5,Cinza,12,47.0,4,2020-11-09,Não,AM/FM,1,9,6398.888888888889,783,0
1017.0,MERCEDES-BENZ,GLA 250,2017,SUV,Sim,Gasolina,2.0,43651.0,4,Automatico,Dianteira,4-5,Prata,0,47.0,5,2021-01-28,Não,AM/FM,10,6,7275.166666666667,703,0
1493.0,LEXUS,RX 350,2016,SUV,Sim,Gasolina,3.5,65981.0,6,Automatico,Dianteira,4-5,Preto,12,47.0,1,2022-10-17,Não,FM,7,7,9425.857142857143,76,0
1017.0,MERCEDES-BENZ,GLA 250,2017,SUV,Sim,Gasolina,2.0,43651.0,4,Automatico,Dianteira,4-5,Prata,0,47.0,2,2021-04-08,Não,AM,9,6,7275.166666666667,633,0
0.0,TOYOTA,Prius,2010,Hatchback,Nao,Gasolina,1.8,150000.0,4,Automatico,Dianteira,4-5,Cinza,4,50.0,1,2020-04-26,Sim,FM,4,13,11538.461538461539,980,0
0.0,TOYOTA,Prius,2013,Sedan,Nao,Híbrido,1.5,123730.92587012354,4,Automatico,Dianteira,4-5,Prata,8,50.0,2,2021-01-02,Não,FM,5,10,12373.092587012354,729,1
0.0,TOYOTA,Aqua,2014,Sedan,Nao,Híbrido,1.5,111000.0,4,Automatico,Traseira,4-5,Preto,0,50.0,1,2020-06-13,Sim,FM,6,9,12333.333333333334,932,0
0.0,TOYOTA,Prius,2008,Hatchback,Sim,Híbrido,1.5,145579.0,4,Automatico,Dianteira,4-5,Prata,8,50.0,5,2021-12-25,Sim,FM,0,15,9705.266666666666,372,0
0.0,MERCEDES-BENZ,Sprinter სატვირთო,2002,Vagao de carga,Nao,Diesel,2.2,240000.0,4,Manual,Traseira,4-5,Branco,2,50.0,3,2020-02-26,Não,AM,6,21,11428.57142857143,1040,0
0.0,HONDA,FIT,2012,Sedan,Nao,Híbrido,1.5,80000.0,4,Automatico,Dianteira,4-5,Verde,0,50.0,1,2022-12-08,Não,AM,1,11,7272.727272727273,24,0
0.0,TOYOTA,Prius,2012,Sedan,Sim,Híbrido,1.8,150000.0,4,Automatico,Dianteira,4-5,Branco,6,50.0,4,2020-06-08,Não,AM/FM,0,11,13636.363636363636,937,0
0.0,TOYOTA,Aqua,2013,Hatchback,Nao,Híbrido,1.5,150000.0,6,Automatico,Traseira,4-5,Branco,0,50.0,2,2021-09-02,Não,FM,10,10,15000.0,486,0
0.0,TOYOTA,Prius,2008,Hatchback,Sim,Híbrido,1.5,135000.0,4,Automatico,Dianteira,4-5,Bege,6,50.0,1,2020-01-14,Não,AM,4,15,9000.0,1083,0
0.0,TOYOTA,Prius,2008,Sedan,Nao,Híbrido,1.5,150000.0,4,Automatico,Dianteira,4-5,Preto,0,50.0,1,2021-06-20,Não,FM,4,15,10000.0,560,0
0.0,HONDA,FIT,2006,Hatchback,Nao,Gasolina,1.3,146645.82269565685,4,Automatico,Dianteira,4-5,Azul,2,50.0,1,2022-07-16,Sim,AM,7,17,8626.224864450403,169,1
0.0,TOYOTA,Aqua,2013,Sedan,Nao,Híbrido,1.5,130000.0,4,Automatico,Traseira,4-5,Azul,0,50.0,3,2020-05-22,Não,AM,5,10,13000.0,954,0
0.0,TOYOTA,Aqua,2014,Sedan,Sim,Híbrido,1.5,10000.0,4,Automatico,Dianteira,4-5,Prata,4,50.0,3,2020-09-10,Não,FM,10,9,1111.111111111111,843,0
0.0,TOYOTA,Prius,2008,Hatchback,Sim,Híbrido,1.5,185471.0,4,Automatico,Dianteira,4-5,Prata,8,50.0,2,2022-09-05,Sim,AM/FM,10,15,12364.733333333334,118,0
0.0,TOYOTA,Prius,2008,Sedan,Nao,Híbrido,1.5,180000.0,4,Automatico,Dianteira,4-5,Cinza,4,50.0,3,2021-12-17,Não,FM,9,15,12000.0,380,0
0.0,TOYOTA,Prius,2008,Sedan,Sim,Híbrido,1.5,150000.0,4,Automatico,Dianteira,4-5,Preto,12,50.0,4,2022-11-11,Não,AM/FM,5,15,10000.0,51,0
0.0,TOYOTA,Aqua,2014,Sedan,Nao,Híbrido,1.5,100000.0,4,Automatico,Traseira,4-5,Preto,0,50.0,3,2022-04-05,Não,FM,2,9,11111.111111111111,271,0
0.0,TOYOTA,Prius C 2013,2013,Hatchback,Sim,Híbrido,1.5,65000.0,4,Automatico,Dianteira,4-5,Cinza,2,55.0,1,2020-07-23,Sim,FM,10,10,6500.0,892,0
0.0,TOYOTA,Prius,2011,Sedan,Nao,Híbrido,1.8,178000.0,4,Automatico,Dianteira,4-5,Branco,6,60.0,5,2022-01-20,Sim,AM,9,12,14833.333333333334,346,0
0.0,HONDA,Elysion,2006,Minivan,Nao,Gasolina,3.0,145000.0,6,Automatico,Dianteira,4-5,Branco,8,60.0,2,2022-01-29,Sim,FM,5,17,8529.411764705883,337,0
0.0,MITSUBISHI,Pajero IO,2001,SUV,Nao,Gasolina,2.0,131000.0,4,Automatico,4x4,4-5,Branco,0,60.0,3,2020-02-07,Sim,FM,5,22,5954.545454545455,1059,0
0.0,HONDA,FIT,2006,Hatchback,Nao,Gasolina,1.3,145260.99802353248,4,Automatico,4x4,4-5,Azul,4,60.0,1,2020-03-21,Sim,AM/FM,9,17,8544.764589619557,1016,1
0.0,SUZUKI,Grand Vitara,2007,SUV,Nao,Gasolina,2.7,83000.0,6,Automatico,Traseira,4-5,Prata,12,60.0,4,2021-08-13,Não,FM,3,16,5187.5,506,0
0.0,TOYOTA,Vitz,2002,Sedan,Nao,Gasolina,1.3,100000.0,4,Automatico,Dianteira,4-5,Prata,2,60.0,2,2022-07-10,Sim,AM,5,21,4761.9047619047615,175,0
1624.0,MERCEDES-BENZ,E 350,2009,Sedan,Sim,Diesel,3.5,205922.0,6,Automatico,4x4,4-5,Preto,12,63.0,2,2021-04-14,Sim,AM,6,14,14708.714285714286,627,0
0.0,TOYOTA,Prius,2013,Hatchback,Nao,Híbrido,1.8,137600.0,4,Automatico,Dianteira,4-5,Azul,6,65.0,2,2021-04-11,Não,FM,10,10,13760.0,630,0
0.0,HYUNDAI,Elantra,2014,Sedan,Nao,Gasolina,1.8,104000.0,4,Tiptronic,Dianteira,4-5,Prata,8,70.0,2,2021-11-22,Sim,AM/FM,6,9,11555.555555555555,405,0
0.0,HYUNDAI,Elantra,2014,Sedan,Nao,Gasolina,1.8,102992.93589563628,6,Automatico,Dianteira,4-5,Preto,6,70.0,4,2022-07-16,Não,FM,2,9,11443.659543959588,169,1
0.0,HYUNDAI,Elantra,2015,Sedan,Nao,Gasolina,1.8,96000.0,4,Tiptronic,Dianteira,4-5,Cinza,8,70.0,4,2021-10-27,Sim,FM,1,8,12000.0,431,0
0.0,HYUNDAI,Elantra,2013,Sedan,Sim,Gasolina,1.8,120000.0,4,Automatico,Dianteira,4-5,Vermelho,8,70.0,3,2022-05-01,Sim,AM/FM,1,10,12000.0,245,0
0.0,HYUNDAI,Elantra,2015,Sedan,Nao,Gasolina,1.8,64000.0,6,Tiptronic,Dianteira,4-5,Prata,6,70.0,1,2021-05-06,Não,FM,1,8,8000.0,605,0
584.0,TOYOTA,Corolla,2014,Sedan,Sim,Gasolina,1.8,87538.0,4,Automatico,Dianteira,4-5,Preto,12,78.0,2,2021-04-30,Não,AM/FM,5,9,9726.444444444445,611,0
1104.0,JAGUAR,F-type,2015,SUV,Sim,Gasolina,3.0,24984.0,6,Automatico,Traseira,2-3,Vermelho,12,78.0,2,2020-04-03,Não,AM/FM,0,8,3123.0,1003,0
1405.0,BMW,X5,2009,SUV,Sim,Diesel,3.0,229854.0,6,Automatico,4x4,4-5,Verde,0,78.0,3,2020-05-26,Sim,AM,10,14,16418.14285714286,950,0
0.0,TOYOTA,Camry,2014,Sedan,Nao,Híbrido,2.4,100193.19461519786,6,Automatico,Dianteira,4-5,Preto,6,80.0,2,2021-07-31,Sim,AM,5,9,11132.577179466429,519,1
0.0,MITSUBISHI,Pajero IO,2000,SUV,Nao,Gasolina,1.8,164624.81405149563,4,Automatico,4x4,4-5,Branco,2,80.0,4,2020-08-17,Não,FM,0,23,7157.600610934593,867,1
0.0,HYUNDAI,Sonata,2012,Sedan,Nao,Gasolina,2.4,109799.41719320403,4,Automatico,Dianteira,4-5,Prata,6,80.0,4,2021-10-06,Sim,AM/FM,9,11,9981.765199382186,452,1
0.0,FORD,Escape,2011,SUV,Sim,Híbrido,2.5,220000.0,4,Variator,4x4,4-5,Branco,12,80.0,2,2021-01-23,Sim,AM/FM,4,12,18333.333333333332,708,0
0.0,BMW,530,2007,Sedan,Sim,Gasolina,2.5,100000.0,6,Automatico,Traseira,4-5,Azul,6,80.0,3,2020-05-10,Sim,FM,4,16,6250.0,966,0
0.0,MITSUBISHI,Pajero IO,2007,SUV,Nao,Gasolina,2.0,180000.0,4,Automatico,4x4,4-5,Vermelho,2,80.0,2,2021-02-17,Sim,AM/FM,4,16,11250.0,683,0
0.0,HYUNDAI,Sonata,2013,Sedan,Nao,Gasolina,2.4,83000.0,4,Tiptronic,Dianteira,4-5,Prata,8,80.0,1,2020-12-19,Não,AM/FM,7,10,8300.0,743,0
0.0,VOLKSWAGEN,Jetta,2017,Sedan,Sim,Gasolina,1.4,53492.79515434584,6,Automatico,Dianteira,4-5,Cinza,6,80.0,5,2021-04-23,Sim,AM/FM,7,6,8915.46585905764,618,1
0.0,MERCEDES-BENZ,Vaneo,2003,Minivan,Sim,Diesel,1.7,100000.0,4,Manual,Dianteira,4-5,Prata,6,80.0,4,2021-12-26,Não,AM/FM,3,20,5000.0,371,0
0.0,FORD,Fusion,2017,Sedan,Nao,Híbrido,2.0,40000.0,4,Automatico,Dianteira,4-5,Preto,10,80.0,4,2021-04-04,Sim,FM,0,6,6666.666666666667,637,0
0.0,MITSUBISHI,Pajero IO,2001,SUV,Nao,Gasolina,2.0,185058.04746084358,4,Automatico,4x4,4-5,Branco,0,80.0,4,2021-12-11,Sim,AM,10,22,8411.729430038344,386,1
